timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
33,0,1336,1354,2703,1343,1258,1.9751,1.8126,7.3365,-0.1291,-0.1035,-0.0831,13.88,-14.65
55,0,1335,1352,2701,1344,1257,2.0421,1.9826,7.2048,-0.1205,-0.0973,-0.0841,15.39,-15.28
137,0,1336,1353,2704,1342,1259,2.0613,1.9802,7.1665,-0.1183,-0.1230,-0.0898,15.45,-15.50
179,0,1337,1354,2702,1342,1257,2.1235,1.9419,7.0420,-0.1166,-0.1425,-0.0851,15.42,-16.21
221,0,1337,1353,2702,1343,1257,1.9942,2.0353,7.1881,-0.1333,-0.1064,-0.0877,15.81,-14.95
283,0,1337,1353,2711,1351,1260,2.0876,1.9515,7.0995,-0.1168,-0.1092,-0.0794,15.37,-15.83
325,0,1336,1354,2701,1352,1258,2.0876,1.9587,7.1354,-0.1160,-0.1242,-0.0846,15.35,-15.76
387,0,1336,1354,2702,1350,1258,2.1379,1.9036,7.2096,-0.1041,-0.1258,-0.0911,14.79,-16.00
429,0,1328,1353,2702,1352,1259,2.0349,1.9419,7.0731,-0.1118,-0.1440,-0.0862,15.35,-15.51
491,0,1336,1355,2704,1350,1259,1.9799,1.9898,7.1737,-0.1179,-0.0941,-0.0835,15.50,-14.89
533,0,1337,1353,2703,1349,1258,2.1618,1.9348,7.0851,-0.1267,-0.1355,-0.0930,15.27,-16.40
595,0,1336,1354,2701,1341,1256,2.0062,1.9850,7.2359,-0.1245,-0.1067,-0.0849,15.34,-14.97
637,0,1337,1355,2703,1344,1259,2.1570,1.9731,7.1450,-0.1173,-0.1206,-0.0847,15.44,-16.23
699,0,1336,1353,2701,1349,1258,1.9392,1.9683,7.2623,-0.1177,-0.1071,-0.0846,15.16,-14.45
741,0,1336,1355,2702,1342,1259,2.1594,2.0042,7.1138,-0.1225,-0.1383,-0.0809,15.73,-16.29
803,0,1336,1354,2711,1343,1259,2.1115,1.9228,7.1593,-0.1213,-0.1107,-0.0863,15.03,-15.90
865,0,1336,1354,2702,1342,1260,2.1091,1.9276,7.1617,-0.1020,-0.1453,-0.0942,15.06,-15.87
907,0,1338,1355,2703,1343,1258,2.1091,1.9826,7.1665,-0.0925,-0.0951,-0.0971,15.46,-15.84
969,0,1336,1354,2701,1341,1258,2.1475,1.9180,7.0827,-0.1106,-0.1203,-0.0881,15.15,-16.31
1011,0,1339,1354,2703,1351,1260,2.0445,1.9108,7.1617,-0.0994,-0.1055,-0.0850,14.94,-15.42
1073,0,1339,1353,2702,1343,1258,2.1211,1.9419,7.2647,-0.0661,-0.0767,-0.0921,14.97,-15.75
1115,0,1336,1352,2701,1342,1257,3.2847,2.0808,6.9127,-0.0956,0.1959,-0.0794,16.75,-24.47
1177,0,1338,1353,2710,1343,1258,1.6495,2.0856,7.7411,-0.0072,0.1819,-0.1088,15.08,-11.63
1239,0,1337,1352,2702,1341,1258,1.4148,2.1215,6.6877,-0.0591,0.4117,-0.1047,17.60,-11.40
1281,0,1335,1352,2701,1342,1257,0.9073,1.8318,6.8002,-0.1510,0.0452,-0.0490,15.08,-7.34
1343,0,1336,1355,2704,1344,1257,2.2073,2.0377,6.6901,-0.1309,-0.2812,-0.0663,16.94,-17.52
1385,0,1338,1354,2712,1351,1259,1.8793,1.9491,7.1641,-0.1591,-0.0915,-0.0260,15.22,-14.20
1447,0,1337,1354,2702,1343,1257,2.0780,1.8821,7.2958,-0.1383,-0.1031,-0.0894,14.47,-15.42
1488,0,1336,1344,2701,1341,1256,1.7716,1.8893,7.0803,-0.1097,-0.1135,-0.0978,14.94,-13.59
1550,0,1338,1353,2700,1342,1259,1.8506,1.8797,7.0755,-0.1062,-0.1167,-0.0878,14.88,-14.19
1592,0,1338,1353,2702,1342,1259,1.9080,2.1478,6.9462,-0.1275,-0.1006,-0.1031,17.18,-14.70
1654,0,1335,1353,2711,1343,1258,1.8482,2.1646,6.9798,-0.1640,-0.1440,-0.1151,17.23,-14.19
1696,0,1334,1352,2699,1342,1258,1.6566,1.9348,7.0396,-0.1441,-0.1184,-0.0750,15.37,-12.78
1758,0,1336,1351,2698,1343,1260,1.9966,1.9635,6.9869,-0.1182,-0.1220,-0.0514,15.70,-15.38
1800,0,1338,1354,2700,1341,1259,2.0900,1.9802,7.0612,-0.0966,-0.1314,-0.0669,15.67,-15.91
1862,0,1336,1353,2703,1342,1257,1.8027,2.0329,6.9893,-0.0992,-0.1132,-0.1266,16.22,-13.91
1924,0,1337,1353,2702,1343,1258,1.8147,1.9132,7.1282,-0.1395,-0.1545,-0.1395,15.02,-13.81
