timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
31,0,1385,1358,2383,1416,1259,4.5450,10.5983,4.5274,-0.0957,0.1369,0.2722,66.87,-21.52
82,0,1387,1368,2383,1416,1258,4.5545,10.6151,4.6016,-0.1230,0.2000,0.2449,66.56,-21.49
133,0,1385,1368,2391,1418,1260,4.7916,10.6175,4.4771,-0.1783,0.1541,0.2087,67.14,-22.58
184,0,1385,1358,2383,1417,1259,4.7437,10.5169,4.7548,-0.1941,0.1877,0.1654,65.67,-22.34
245,0,1383,1358,2392,1417,1257,4.6479,10.5840,4.4987,-0.1716,0.2026,0.0936,66.97,-22.01
296,0,1384,1367,2390,1416,1260,4.4013,10.5744,4.7979,-0.1463,0.2112,0.1040,65.59,-20.76
347,0,1386,1358,2383,1417,1260,4.4971,10.6390,4.6710,-0.1506,0.1373,0.0645,66.30,-21.16
408,0,1384,1366,2384,1416,1258,4.4564,10.6965,4.0653,-0.1494,0.1252,0.1038,69.19,-21.28
459,0,1385,1358,2391,1417,1260,4.4683,10.7779,4.4196,-0.1454,0.1457,0.0961,67.70,-20.99
510,0,1384,1358,2384,1419,1260,4.2601,10.7922,4.0725,-0.2053,0.1461,0.1469,69.33,-20.27
561,0,1385,1359,2384,1416,1259,4.4348,10.7156,4.6375,-0.2357,0.1966,0.1230,66.60,-20.80
612,0,1385,1358,2391,1417,1259,4.4420,10.7132,4.4340,-0.2445,0.1392,0.1293,67.52,-20.96
673,0,1384,1367,2392,1417,1260,4.3678,10.5265,4.5777,-0.2213,0.1913,0.1532,66.50,-20.83
724,0,1388,1360,2391,1418,1259,4.5474,10.6654,4.4723,-0.1919,0.1705,0.1430,67.25,-21.46
775,0,1385,1360,2392,1416,1258,4.3151,10.7539,4.3742,-0.1911,0.1733,0.1474,67.87,-20.39
826,0,1386,1359,2391,1417,1258,4.2337,10.7108,4.4077,-0.2124,0.1800,0.1505,67.63,-20.08
877,0,1384,1367,2383,1420,1259,4.2840,10.6558,4.4292,-0.2414,0.1873,0.1385,67.43,-20.37
938,0,1386,1357,2391,1419,1260,4.2601,10.7085,4.5394,-0.2280,0.1849,0.1522,67.03,-20.12
989,0,1387,1368,2390,1417,1258,4.4348,10.7204,4.4580,-0.2101,0.1723,0.1639,67.42,-20.91
1040,0,1387,1367,2391,1416,1259,4.6719,10.6606,4.3598,-0.2611,0.2353,0.2104,67.76,-22.08
1091,0,1388,1358,2383,1415,1258,4.3750,10.5241,4.8051,-0.1920,0.1660,0.1690,65.46,-20.71
1142,0,1385,1359,2383,1416,1260,4.4947,10.6390,4.6040,-0.1655,0.1612,0.1538,66.60,-21.19
1203,0,1386,1367,2392,1418,1261,4.5713,10.6821,4.2568,-0.1741,0.1345,0.1127,68.27,-21.68
1254,0,1386,1358,2383,1418,1257,4.5330,10.7372,4.4292,-0.1804,0.1477,0.0905,67.58,-21.32
1305,0,1387,1358,2382,1417,1258,4.4995,10.7204,4.4580,-0.2086,0.1473,0.0797,67.42,-21.18
1356,0,1386,1359,2390,1418,1259,4.4013,10.6749,4.4316,-0.2142,0.1692,0.0800,67.45,-20.85
1417,0,1387,1368,2392,1416,1259,4.3606,10.7037,4.5633,-0.1937,0.2004,0.1227,66.91,-20.54
1468,0,1387,1358,2383,1417,1260,4.0925,10.7061,4.6543,-0.1502,0.2537,0.1815,66.50,-19.32
1519,0,1386,1368,2391,1416,1259,4.4899,10.7731,4.4029,-0.1332,0.1528,0.1596,67.77,-21.10
1570,0,1387,1357,2407,1419,1261,4.5210,10.7994,4.1252,-0.1475,0.1359,0.1491,69.09,-21.36
1621,0,1388,1359,2383,1416,1259,4.4923,10.8066,4.2090,-0.1919,0.1552,0.1182,68.72,-21.17
1672,0,1384,1358,2391,1416,1260,4.6144,10.7970,4.2928,-0.2483,0.1204,0.0881,68.32,-21.66
1733,0,1385,1367,2392,1416,1259,4.3367,10.6965,4.3789,-0.2521,0.1328,0.1016,67.74,-20.57
1784,0,1386,1367,2391,1419,1261,4.3702,10.7539,4.4963,-0.2189,0.1545,0.1038,67.31,-20.55
1835,0,1385,1357,2383,1416,1260,4.3726,10.7324,4.4196,-0.2138,0.1388,0.1277,67.62,-20.64
1886,0,1387,1366,2392,1418,1259,4.3295,10.7372,4.4675,-0.1977,0.1776,0.1447,67.41,-20.42
1937,0,1387,1359,2383,1417,1259,4.4803,10.7108,4.2353,-0.2238,0.1489,0.1314,68.43,-21.26
1998,0,1386,1360,2384,1418,1260,4.5162,10.6606,4.4795,-0.2003,0.1367,0.1226,67.21,-21.33
2049,0,1385,1366,2383,1418,1260,4.3678,10.7994,4.2425,-0.1864,0.1465,0.1267,68.55,-20.63
2100,0,1384,1367,2384,1418,1260,4.3558,10.8042,4.2114,-0.2054,0.1611,0.1319,68.70,-20.59
2151,0,1388,1359,2383,1417,1261,4.4660,10.7827,4.2568,-0.2298,0.1345,0.1143,68.46,-21.07
2202,0,1385,1366,2391,1416,1260,4.3247,10.7899,4.4580,-0.2396,0.1409,0.1209,67.55,-20.33
2263,0,1386,1368,2390,1416,1260,4.3798,10.6223,4.7620,-0.2236,0.1669,0.1326,65.85,-20.62
2324,0,1387,1366,2383,1416,1259,4.3343,10.7348,4.4005,-0.2007,0.1540,0.1389,67.71,-20.49
2375,0,1387,1359,2391,1417,1260,4.4827,10.7156,4.4101,-0.1811,0.1820,0.1242,67.63,-21.15
2426,0,1388,1368,2391,1419,1260,4.4923,10.8258,4.2353,-0.1960,0.1444,0.1094,68.63,-21.13
2477,0,1386,1359,2391,1417,1260,4.3630,10.7851,4.3239,-0.2316,0.1236,0.1065,68.15,-20.58
2528,0,1388,1367,2382,1420,1260,4.3822,10.7420,4.4077,-0.2161,0.1461,0.1167,67.69,-20.68
2579,0,1387,1368,2383,1415,1259,4.4324,10.7803,4.3837,-0.1952,0.1629,0.1411,67.87,-20.85
2640,0,1385,1368,2392,1419,1261,4.4300,10.8066,4.2808,-0.2126,0.1579,0.1361,68.39,-20.86
2691,0,1387,1369,2390,1416,1261,4.3941,10.7539,4.2688,-0.2141,0.1457,0.1387,68.35,-20.80
2742,0,1385,1359,2382,1418,1258,4.4109,10.7276,4.4173,-0.2136,0.1363,0.1338,67.62,-20.82
2793,0,1385,1359,2391,1417,1261,4.3558,10.6989,4.3574,-0.2233,0.1615,0.1326,67.84,-20.66
2844,0,1388,1366,2384,1418,1260,4.4851,10.7276,4.5058,-0.2046,0.1689,0.1171,67.22,-21.08
2905,0,1387,1368,2383,1416,1260,4.4612,10.7180,4.3861,-0.1964,0.1628,0.0828,67.74,-21.07
2956,0,1384,1359,2391,1417,1260,4.2074,10.7946,4.2401,-0.2238,0.1344,0.0865,68.56,-19.94
