timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
12,0,1296,1339,2649,1350,1242,2.4970,2.8086,4.5544,-0.0949,-0.1058,-0.1027,31.66,-25.02
74,0,1294,1340,2649,1351,1240,2.4515,2.8278,4.4874,-0.1138,-0.1147,-0.1095,32.22,-24.81
136,0,1293,1338,2651,1351,1243,2.4012,2.7009,4.5784,-0.1307,-0.1103,-0.1016,30.54,-24.31
178,0,1304,1339,2649,1344,1242,2.4180,2.7105,4.6622,-0.1197,-0.0906,-0.1022,30.17,-24.15
240,0,1294,1339,2640,1343,1240,2.4372,2.6650,4.5999,-0.1322,-0.1387,-0.1044,30.09,-24.63
282,0,1294,1340,2649,1343,1242,2.4060,2.6027,4.5880,-0.1445,-0.1090,-0.0925,29.57,-24.52
344,0,1304,1341,2648,1342,1242,2.3725,2.7440,4.5927,-0.1181,-0.0901,-0.0961,30.86,-23.92
386,0,1304,1339,2650,1351,1244,2.4276,2.7272,4.6263,-0.1250,-0.1138,-0.0986,30.52,-24.32
448,0,1294,1337,2639,1341,1240,2.4036,2.5932,4.5640,-0.1198,-0.1366,-0.1008,29.60,-24.60
490,0,1294,1342,2649,1344,1241,2.3270,2.6889,4.5281,-0.1138,-0.0829,-0.0907,30.70,-23.84
552,0,1304,1341,2648,1349,1246,2.2887,2.6961,4.6430,-0.1241,-0.0873,-0.0813,30.14,-23.09
614,0,1294,1339,2648,1351,1245,2.4228,2.7033,4.6406,-0.1387,-0.1110,-0.0959,30.22,-24.28
656,0,1302,1341,2648,1352,1246,2.3797,2.6458,4.5856,-0.1341,-0.1104,-0.0913,29.98,-24.20
718,0,1302,1340,2648,1342,1245,2.4132,2.6171,4.6095,-0.1253,-0.1312,-0.0913,29.59,-24.48
760,0,1304,1340,2648,1352,1245,2.4156,2.6626,4.6167,-0.1194,-0.1055,-0.0889,29.97,-24.38
822,0,1294,1340,2648,1343,1242,2.3941,2.7464,4.6598,-0.1100,-0.1027,-0.1083,30.51,-23.87
864,0,1304,1341,2648,1352,1246,2.2672,2.7105,4.6502,-0.1246,-0.0826,-0.0957,30.24,-22.84
926,0,1304,1341,2649,1351,1245,2.2839,2.6243,4.6382,-0.0997,-0.0790,-0.0801,29.50,-23.20
968,0,1303,1341,2648,1343,1242,2.3845,2.6410,4.6071,-0.1082,-0.0510,-0.0599,29.82,-24.18
1030,0,1304,1340,2648,1352,1244,2.5018,2.6602,4.6143,-0.1013,-0.1335,-0.0874,29.96,-25.16
1072,0,1295,1339,2650,1351,1244,2.4012,2.6363,4.4108,-0.0974,-0.0544,-0.0783,30.87,-25.05
1134,0,1304,1340,2649,1350,1245,2.2887,2.6602,4.4778,-0.1077,-0.0643,-0.0923,30.71,-23.72
1196,0,1302,1340,2649,1352,1242,2.3342,2.6482,4.5688,-0.1084,-0.0927,-0.0978,30.10,-23.85
1238,0,1304,1339,2651,1352,1242,2.3653,2.7440,4.5544,-0.1041,-0.1151,-0.0963,31.07,-23.98
1300,0,1303,1340,2650,1352,1240,2.3222,2.6937,4.5401,-0.1181,-0.1078,-0.0841,30.68,-23.74
1342,0,1296,1339,2649,1342,1242,2.2696,2.6770,4.6622,-0.1241,-0.1147,-0.0629,29.86,-22.89
1404,0,1295,1341,2650,1351,1243,2.5353,2.6889,4.4898,-0.1113,-0.1507,-0.0742,30.92,-25.85
1446,0,1304,1342,2651,1352,1242,2.4060,2.6363,4.5209,-0.1266,-0.1144,-0.0846,30.25,-24.69
1508,0,1303,1342,2649,1353,1243,2.4084,2.6003,4.4874,-0.1215,-0.1184,-0.1163,30.09,-24.91
1550,0,1303,1340,2646,1351,1243,2.2624,2.6817,4.5161,-0.1231,-0.1312,-0.1187,30.70,-23.30
1612,0,1304,1341,2650,1351,1242,2.3605,2.7799,4.5018,-0.1278,-0.0999,-0.0890,31.70,-24.04
1674,0,1304,1340,2648,1352,1240,2.2743,2.6865,4.6239,-0.1274,-0.1274,-0.0801,30.16,-23.04
1716,0,1295,1341,2651,1343,1241,2.4539,2.6315,4.6598,-0.1125,-0.1034,-0.0803,29.45,-24.63
1778,0,1295,1342,2650,1351,1241,2.4252,2.6434,4.5185,-0.1144,-0.1525,-0.1048,30.33,-24.86
1820,0,1304,1340,2649,1351,1241,2.2504,2.6171,4.6550,-0.1201,-0.0973,-0.0898,29.35,-22.85
1882,0,1295,1339,2650,1344,1239,2.3534,2.6554,4.5975,-0.1156,-0.1455,-0.0959,30.01,-23.91
1944,0,1303,1341,2649,1343,1242,2.3797,2.8709,4.4970,-0.0904,-0.1159,-0.0954,32.55,-24.04
1986,0,1305,1339,2648,1342,1243,2.3342,2.7943,4.5305,-0.1318,-0.1254,-0.0930,31.67,-23.68
2048,0,1305,1340,2650,1352,1242,2.3797,2.7033,4.5113,-0.1409,-0.1148,-0.0950,30.93,-24.35
2090,0,1296,1341,2651,1351,1242,2.2289,2.5477,4.5401,-0.1523,-0.1287,-0.0942,29.30,-23.18
2152,0,1304,1339,2639,1343,1240,2.3246,2.6841,4.5975,-0.1347,-0.1232,-0.0754,30.28,-23.59
2194,0,1303,1339,2648,1352,1242,2.5090,2.6554,4.6598,-0.1362,-0.1576,-0.0623,29.68,-25.07
2256,0,1303,1342,2649,1350,1242,2.4898,2.6722,4.6119,-0.1175,-0.1339,-0.0849,30.09,-25.04
2298,0,1306,1341,2649,1351,1241,2.2791,2.6841,4.6550,-0.1121,-0.0863,-0.0854,29.97,-22.98
2360,0,1304,1340,2649,1343,1242,2.2959,2.6434,4.6502,-0.1221,-0.1378,-0.0846,29.62,-23.23
2402,0,1304,1340,2650,1351,1241,2.2935,2.6147,4.5808,-0.1137,-0.1259,-0.0771,29.72,-23.50
2464,0,1303,1340,2648,1344,1244,2.4204,2.6794,4.5951,-0.1182,-0.1203,-0.0735,30.25,-24.47
2526,0,1304,1342,2649,1344,1243,2.4252,2.7440,4.5257,-0.1108,-0.1126,-0.0751,31.23,-24.62
2568,0,1303,1339,2648,1351,1242,2.4683,2.6434,4.5329,-0.1362,-0.1234,-0.0843,30.25,-25.19
2630,0,1305,1341,2650,1342,1244,2.4036,2.6650,4.5951,-0.1327,-0.1096,-0.0865,30.11,-24.35
2672,0,1304,1340,2651,1352,1244,2.4372,2.5142,4.6382,-0.1309,-0.1398,-0.0889,28.46,-24.79
2734,0,1304,1341,2649,1342,1243,2.4348,2.6410,4.6454,-0.1074,-0.1284,-0.1083,29.62,-24.50
2776,0,1294,1341,2649,1353,1243,2.2456,2.7272,4.6406,-0.1017,-0.0851,-0.1079,30.44,-22.65
2838,0,1294,1343,2650,1344,1245,2.3198,2.7153,4.6239,-0.1110,-0.1326,-0.0850,30.42,-23.39
2880,0,1305,1340,2651,1351,1245,2.4994,2.7224,4.5712,-0.1049,-0.1108,-0.0807,30.78,-25.16
2942,0,1305,1340,2649,1351,1243,2.5688,2.6913,4.4778,-0.1258,-0.1190,-0.1002,31.01,-26.18
