timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
48,0,1420,1404,2347,1387,1242,-1.0187,9.0354,2.7658,0.0105,-0.0075,0.0075,72.98,6.15
100,0,1420,1405,2345,1389,1243,-0.8871,8.9253,2.7801,0.0044,-0.0157,0.0076,72.70,5.42
150,0,1418,1405,2347,1388,1242,-0.9014,8.8918,2.7346,0.0016,0.0039,-0.0005,72.90,5.53
202,0,1421,1406,2345,1390,1241,-0.9780,8.9684,2.7634,0.0009,-0.0065,-0.0044,72.87,5.95
263,0,1422,1402,2347,1388,1243,-1.0187,9.0115,2.7107,0.0032,0.0073,-0.0106,73.26,6.18
313,0,1421,1403,2344,1388,1239,-1.0930,8.9828,2.7777,0.0158,-0.0048,-0.0066,72.82,6.63
364,0,1420,1402,2345,1388,1243,-1.0762,8.9684,2.6867,0.0081,-0.0112,0.0084,73.32,6.56
415,0,1408,1404,2344,1389,1241,-0.9661,8.9253,2.6844,0.0070,-0.0205,0.0086,73.26,5.92
476,0,1416,1403,2344,1388,1240,-0.9948,8.9373,2.7251,0.0010,0.0003,0.0084,73.04,6.08
528,0,1415,1402,2345,1388,1241,-1.0163,8.8559,2.7729,-0.0020,-0.0112,-0.0005,72.61,6.25
578,0,1422,1405,2346,1389,1242,-0.9852,8.9804,2.7897,-0.0048,-0.0071,0.0052,72.74,5.98
629,0,1419,1405,2345,1389,1232,-0.9685,9.0115,2.6413,0.0028,-0.0092,0.0102,73.66,5.89
680,0,1420,1406,2345,1385,1243,-1.0116,8.9756,2.7322,-0.0030,-0.0140,0.0087,73.07,6.15
731,0,1416,1405,2346,1387,1243,-0.9254,8.9660,2.6532,-0.0030,-0.0134,0.0020,73.52,5.65
792,0,1417,1403,2344,1388,1240,-0.9732,8.9181,2.7083,-0.0034,-0.0053,0.0038,73.11,5.96
844,0,1418,1405,2345,1387,1242,-1.0570,8.9085,2.6676,-0.0192,-0.0132,0.0110,73.33,6.48
894,0,1417,1404,2346,1387,1245,-0.9206,8.9373,2.8065,0.0006,-0.0063,0.0058,72.57,5.61
945,0,1421,1403,2348,1389,1240,-0.9182,9.0019,2.6628,0.0118,-0.0129,0.0050,73.52,5.59
996,0,1421,1403,2345,1386,1244,-0.9086,8.9037,2.7682,-0.0224,-0.0237,0.0119,72.73,5.57
1058,0,1417,1400,2345,1388,1244,-0.9038,8.9325,2.8017,-0.0143,-0.0064,-0.0006,72.59,5.51
1108,0,1419,1405,2347,1390,1240,-0.9924,8.9181,2.8208,0.0081,0.0020,-0.0069,72.45,6.06
1159,0,1408,1406,2345,1385,1242,-1.0810,8.9995,2.7370,0.0263,0.0020,0.0019,73.08,6.56
1210,0,1416,1405,2345,1386,1241,-0.9397,9.0019,2.5718,0.0271,-0.0202,-0.0020,74.06,5.73
1271,0,1416,1407,2346,1388,1240,-1.0139,9.0354,2.6820,0.0165,0.0128,0.0086,73.47,6.14
1322,0,1416,1402,2345,1387,1240,-0.9685,8.9780,2.7418,-0.0168,-0.0200,0.0072,73.02,5.89
1374,0,1416,1402,2345,1386,1241,-0.8894,8.9277,2.8591,-0.0223,-0.0008,0.0092,72.24,5.42
1434,0,1418,1406,2346,1388,1241,-0.8990,8.9397,2.9118,-0.0104,-0.0222,0.0092,71.96,5.46
1486,0,1421,1404,2346,1387,1242,-0.8894,8.9780,2.7131,0.0164,-0.0065,-0.0020,73.19,5.42
1536,0,1418,1414,2344,1387,1239,-0.8487,8.9732,2.7251,0.0183,-0.0148,-0.0097,73.11,5.17
1587,0,1420,1407,2344,1384,1232,-0.9637,8.9875,2.6101,0.0195,0.0039,-0.0104,73.81,5.88
1638,0,1419,1403,2347,1389,1243,-1.0235,8.9947,2.6413,0.0064,-0.0044,-0.0036,73.64,6.23
1699,0,1422,1404,2345,1389,1243,-0.9852,9.0019,2.6437,0.0040,-0.0137,0.0055,73.63,5.99
1751,0,1418,1406,2345,1387,1242,-0.9182,8.9253,2.7131,-0.0067,-0.0071,0.0095,73.09,5.62
1801,0,1419,1405,2345,1388,1241,-0.8679,9.0522,2.7514,-0.0190,-0.0120,0.0084,73.09,5.24
1853,0,1422,1406,2345,1390,1241,-0.9924,8.9828,2.6772,-0.0132,-0.0043,0.0106,73.40,6.04
1913,0,1419,1404,2346,1389,1243,-0.9852,8.8463,2.7897,-0.0132,-0.0060,0.0071,72.50,6.06
1964,0,1418,1415,2345,1388,1242,-0.9349,8.9421,2.8304,-0.0012,-0.0097,0.0114,72.44,5.69
2016,0,1420,1407,2345,1390,1243,-0.7889,8.9708,2.7107,-0.0004,-0.0233,0.0035,73.19,4.81
