timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
65,0,1289,1421,2623,1356,1242,5.9542,6.8706,3.3307,0.0191,-0.0080,0.0106,64.14,-37.95
106,0,1289,1422,2622,1354,1238,6.0907,6.9113,3.2421,0.0114,-0.0004,0.0200,64.87,-38.58
169,0,1288,1421,2619,1352,1230,6.0931,6.8850,3.0841,0.0158,-0.0241,0.0215,65.87,-38.93
211,0,1288,1420,2632,1353,1240,6.1649,6.8730,3.2229,0.0090,-0.0105,0.0227,64.88,-39.08
272,0,1289,1421,2630,1355,1240,6.1050,6.8898,3.2181,0.0159,-0.0306,0.0204,64.96,-38.76
315,0,1288,1420,2622,1354,1231,6.0140,6.8539,3.2253,0.0059,-0.0081,0.0211,64.80,-38.45
376,0,1288,1422,2622,1352,1240,6.1577,6.8587,3.2229,0.0094,-0.0181,0.0295,64.83,-39.10
439,0,1289,1421,2621,1353,1239,6.2343,6.8850,3.1463,0.0263,-0.0669,0.0199,65.44,-39.47
480,0,1288,1422,2621,1352,1231,6.0116,6.8706,3.2349,0.0086,0.0151,0.0098,64.79,-38.37
541,0,1286,1422,2622,1354,1239,6.2726,6.9377,3.2086,0.0619,-0.1106,0.0226,65.18,-39.37
583,0,1279,1419,2621,1354,1231,5.8393,6.8395,3.3115,0.0125,0.0388,0.0162,64.16,-37.54
644,0,1279,1419,2619,1353,1230,6.2367,6.9281,3.0075,0.0053,-0.0154,0.0247,66.53,-39.55
706,0,1288,1422,2622,1352,1240,6.1960,6.9305,3.1535,0.0125,-0.0189,0.0211,65.53,-39.14
748,0,1287,1419,2623,1355,1232,6.0476,6.8515,3.1631,0.0238,-0.0141,0.0215,65.22,-38.71
811,0,1288,1418,2620,1352,1240,6.0547,6.8323,3.0697,0.0031,-0.0070,0.0283,65.81,-38.95
852,0,1287,1419,2622,1353,1240,5.9997,6.8802,3.2421,0.0011,0.0112,0.0199,64.77,-38.27
915,0,1287,1420,2619,1351,1232,6.3325,6.9305,3.2301,0.0113,-0.0012,-0.0117,65.01,-39.63
957,0,1290,1422,2632,1354,1238,5.9422,6.8347,3.2876,-0.0069,-0.0126,0.0175,64.31,-38.08
1018,0,1279,1420,2618,1354,1239,6.1601,6.9066,3.2325,0.0001,0.0120,0.0222,64.92,-38.93
1060,0,1288,1421,2630,1352,1239,6.0188,6.8371,3.2229,0.0113,0.0172,0.0191,64.76,-38.53
1123,0,1280,1421,2623,1353,1239,6.1936,6.8635,3.1391,0.0308,-0.0362,0.0381,65.42,-39.37
1164,0,1289,1421,2621,1353,1240,6.1601,6.8659,3.0434,0.0142,0.0496,0.0337,66.09,-39.36
1226,0,1287,1420,2620,1353,1239,6.3157,6.9401,3.0697,0.0222,-0.0686,0.0376,66.14,-39.77
1287,0,1278,1421,2623,1354,1232,6.0811,6.8180,3.2205,-0.0262,0.0416,0.0119,64.72,-38.89
1329,0,1288,1420,2623,1354,1241,6.2343,6.8850,3.2900,0.0007,-0.0299,0.0072,64.46,-39.25
1391,0,1290,1421,2622,1352,1240,6.1864,6.9066,3.1583,0.0143,-0.0238,0.0031,65.43,-39.17
1433,0,1288,1419,2619,1355,1239,6.0595,6.9113,3.2014,0.0158,0.0127,-0.0037,65.15,-38.50
1495,0,1287,1423,2621,1354,1240,6.0954,6.8730,3.2684,0.0261,-0.0298,0.0106,64.57,-38.69
1538,0,1287,1419,2620,1353,1239,6.1098,6.9137,3.0912,0.0143,-0.0097,0.0154,65.91,-38.89
1600,0,1288,1421,2624,1353,1240,6.1122,6.8659,3.0553,-0.0029,-0.0325,0.0124,66.01,-39.12
1661,0,1280,1420,2630,1354,1242,6.0691,6.8515,3.1798,-0.0041,0.0014,0.0158,65.10,-38.78
1703,0,1288,1421,2621,1354,1239,6.1721,6.8850,3.0817,0.0082,-0.0189,0.0259,65.89,-39.29
1765,0,1279,1422,2621,1353,1240,6.1361,6.8946,3.1296,0.0106,0.0020,0.0172,65.59,-39.02
1807,0,1288,1420,2623,1354,1241,6.2128,6.9089,3.1415,0.0075,-0.0282,0.0237,65.55,-39.30
1868,0,1290,1420,2630,1355,1231,6.1697,6.8850,3.1846,0.0002,-0.0022,0.0206,65.18,-39.12
1911,0,1288,1422,2622,1352,1240,6.0547,6.8299,3.1870,-0.0006,-0.0233,0.0123,64.99,-38.78
1972,0,1289,1422,2621,1355,1240,6.1984,6.9329,3.1104,-0.0070,0.0317,0.0138,65.84,-39.20
2014,0,1287,1419,2620,1354,1229,6.2128,6.8706,3.1894,0.0089,-0.0681,0.0383,65.10,-39.36
2077,0,1290,1421,2623,1355,1240,6.0476,6.8108,3.2469,-0.0188,0.0408,0.0280,64.51,-38.71
2119,0,1289,1420,2623,1353,1232,6.2247,6.8323,3.1679,-0.0023,-0.0279,0.0491,65.12,-39.58
2180,0,1280,1420,2623,1353,1240,6.2175,6.8443,3.2684,-0.0336,0.0828,0.0211,64.47,-39.34
2243,0,1288,1421,2630,1354,1241,6.2966,6.8682,3.2349,-0.0126,-0.0165,0.0100,64.78,-39.67
2284,0,1287,1419,2621,1353,1239,6.0523,6.8659,3.3738,-0.0291,0.0592,0.0055,63.83,-38.35
2347,0,1288,1421,2631,1352,1240,6.1409,6.8611,3.2971,-0.0057,0.0058,0.0214,64.33,-38.89
2388,0,1288,1421,2620,1355,1239,6.1409,6.8826,3.2852,-0.0271,0.0633,0.0110,64.48,-38.84
2451,0,1288,1419,2619,1354,1231,6.2630,6.9544,3.1894,-0.0138,-0.0032,0.0186,65.36,-39.30
2512,0,1288,1420,2630,1353,1241,6.2942,6.8587,3.3738,-0.0247,0.0072,0.0244,63.81,-39.47
2554,0,1288,1419,2621,1353,1232,6.2056,6.8539,3.3929,-0.0023,0.0160,0.0059,63.66,-39.06
2616,0,1290,1422,2630,1354,1230,6.1601,6.8491,3.4671,0.0126,0.0098,0.0026,63.15,-38.75
2657,0,1289,1421,2621,1354,1231,6.0643,6.8874,3.3570,0.0085,0.0625,0.0108,64.01,-38.36
2718,0,1288,1421,2622,1355,1240,6.2678,6.9329,3.1272,0.0261,0.0175,0.0276,65.72,-39.49
2759,0,1292,1421,2621,1355,1238,6.1409,6.9066,3.1918,0.0111,0.0686,0.0383,65.20,-38.91
2821,0,1289,1421,2621,1354,1241,6.3612,6.9257,3.1703,-0.0013,-0.0178,0.0179,65.40,-39.87
2882,0,1289,1422,2622,1354,1238,6.0763,6.8922,3.4025,-0.0456,0.0648,-0.0223,63.73,-38.33
2924,0,1287,1421,2622,1352,1231,6.0859,6.8754,3.5557,-0.0299,0.0128,-0.0034,62.65,-38.18
2986,0,1288,1420,2621,1354,1241,5.8512,6.8347,3.5342,0.0093,0.1110,0.0295,62.66,-37.25
