timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
22,0,1401,1517,2790,1375,1260,5.0931,12.5902,9.8596,0.0531,-0.0028,-0.0188,51.93,-17.67
83,0,1392,1513,2779,1374,1258,5.1218,12.8129,9.6082,0.0646,0.0177,-0.0194,53.13,-17.73
145,0,1400,1512,2781,1382,1260,4.9830,13.1505,9.5866,0.0664,0.0550,0.0028,53.91,-17.02
186,0,1400,1512,2782,1376,1259,4.8441,13.0284,9.6776,0.0812,0.0565,0.0309,53.39,-16.62
247,0,1400,1514,2781,1375,1261,4.7124,12.6429,9.7638,0.1727,0.0353,0.0061,52.32,-16.44
288,0,1399,1512,2791,1375,1261,5.1889,12.8536,9.3257,0.0869,-0.0179,0.0228,54.04,-18.09
350,0,1400,1515,2793,1384,1270,5.5288,12.8679,9.3951,0.0114,-0.0604,-0.0787,53.87,-19.14
392,0,1402,1517,2792,1375,1262,5.2655,12.2718,8.9187,-0.2277,-0.0933,-0.0939,53.99,-19.14
455,0,1402,1515,2791,1384,1263,4.8369,12.3628,9.9601,-0.1901,0.0847,-0.0498,51.14,-16.94
517,0,1401,1516,2793,1387,1263,5.4283,12.3532,9.9146,-0.2223,-0.0556,-0.0313,51.25,-18.92
558,0,1400,1517,2791,1384,1261,5.0739,12.5208,10.4126,-0.0522,0.0619,-0.0537,50.25,-17.31
620,0,1401,1518,2792,1386,1262,5.0715,12.8177,9.8380,0.0319,-0.0092,-0.0787,52.49,-17.43
662,0,1401,1517,2789,1386,1261,4.8417,12.8368,9.3305,0.0541,0.0598,-0.0619,53.99,-16.97
724,0,1401,1515,2790,1384,1262,4.6478,12.8177,9.2562,0.0188,0.0701,-0.0735,54.17,-16.38
786,0,1403,1517,2790,1385,1263,4.6741,12.6477,9.3592,-0.0980,0.0206,-0.0493,53.50,-16.55
828,0,1400,1515,2783,1385,1262,4.5831,12.3604,9.7016,-0.1517,0.0232,-0.0072,51.87,-16.26
