timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
51,0,1352,1495,2392,1402,1257,3.1898,11.2136,3.1890,-0.2296,0.1725,0.1269,74.12,-15.30
111,0,1355,1487,2383,1401,1255,3.1946,11.1753,3.2441,-0.2384,0.1456,0.1366,73.81,-15.35
162,0,1352,1495,2383,1400,1257,3.2784,11.1490,3.3207,-0.2320,0.1517,0.1318,73.41,-15.74
213,0,1353,1495,2391,1401,1257,3.3048,11.1203,3.3447,-0.2237,0.1508,0.1381,73.26,-15.89
264,0,1355,1496,2393,1402,1257,3.2928,11.1538,3.3159,-0.2145,0.1347,0.1342,73.44,-15.80
315,0,1354,1484,2391,1401,1258,3.3574,11.1777,3.2417,-0.1953,0.1437,0.1202,73.83,-16.09
376,0,1354,1494,2391,1402,1258,3.2689,11.1705,3.2393,-0.2057,0.1348,0.1266,73.83,-15.70
427,0,1354,1487,2392,1402,1257,3.2593,11.1993,3.2058,-0.2150,0.1591,0.1315,74.03,-15.63
478,0,1356,1495,2384,1401,1257,3.3167,11.1897,3.3063,-0.2136,0.1444,0.1237,73.54,-15.87
529,0,1355,1495,2382,1402,1257,3.3048,11.1107,3.3494,-0.2156,0.1544,0.1373,73.22,-15.90
580,0,1356,1496,2392,1403,1258,3.2880,11.1274,3.3854,-0.1845,0.1597,0.1189,73.08,-15.79
641,0,1355,1495,2391,1402,1257,3.1803,11.2831,3.2800,-0.1888,0.1576,0.1202,73.79,-15.14
692,0,1354,1496,2391,1401,1257,3.2210,11.1562,3.2058,-0.1781,0.1709,0.1223,73.97,-15.51
743,0,1355,1486,2384,1402,1256,3.2210,11.1849,3.1483,-0.2270,0.1431,0.1325,74.28,-15.49
794,0,1353,1495,2391,1401,1258,3.3335,11.2232,3.2393,-0.2064,0.1591,0.1371,73.90,-15.93
845,0,1354,1487,2383,1399,1258,3.2808,11.1107,3.2609,-0.2333,0.1640,0.1387,73.64,-15.82
906,0,1355,1496,2390,1400,1256,3.3479,11.1538,3.3303,-0.1900,0.1525,0.1187,73.38,-16.05
957,0,1353,1487,2392,1403,1258,3.2114,11.1514,3.1938,-0.2165,0.1552,0.1315,74.02,-15.47
1008,0,1356,1495,2382,1403,1256,3.2258,11.1993,3.2800,-0.2020,0.1449,0.1222,73.68,-15.45
1059,0,1354,1495,2384,1403,1256,3.2282,11.3477,3.1028,-0.2140,0.1311,0.1361,74.71,-15.34
1110,0,1355,1487,2391,1401,1256,3.2689,11.2711,3.1675,-0.2248,0.1268,0.1338,74.30,-15.60
1171,0,1354,1486,2384,1401,1258,3.2282,11.1322,3.2585,-0.2521,0.1051,0.1457,73.68,-15.55
1222,0,1354,1486,2383,1401,1258,3.0558,11.1322,3.7014,-0.2192,0.1884,0.1746,71.61,-14.60
1273,0,1355,1485,2383,1401,1256,3.3862,11.0843,3.3039,-0.2485,0.1020,0.1522,73.40,-16.32
1324,0,1354,1495,2384,1402,1258,3.3119,11.2041,3.3327,-0.2390,0.1473,0.1445,73.43,-15.82
1375,0,1353,1496,2391,1401,1258,3.4317,11.1610,3.2321,-0.2270,0.1132,0.1211,73.85,-16.45
1436,0,1354,1488,2384,1401,1256,3.3287,11.1753,3.2465,-0.2334,0.1195,0.1198,73.80,-15.96
1487,0,1354,1495,2391,1403,1258,3.2832,11.1490,3.3159,-0.2324,0.1392,0.1325,73.44,-15.76
1538,0,1353,1485,2392,1404,1258,3.2976,11.1011,3.2896,-0.2673,0.1352,0.1481,73.49,-15.90
