timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
49,0,1321,1438,2667,1322,1231,-0.4479,2.3992,4.2145,-0.1751,-0.1323,-0.0609,29.65,5.28
112,0,1324,1446,2666,1321,1239,-0.5029,2.3705,4.3246,-0.1687,-0.1102,-0.0579,28.73,5.82
173,0,1321,1447,2667,1320,1239,-0.4287,2.3681,4.2576,-0.1715,-0.1295,-0.0635,29.08,5.03
215,0,1320,1447,2666,1320,1230,-0.3425,2.4256,4.2623,-0.1724,-0.1298,-0.0687,29.64,4.00
277,0,1320,1447,2665,1321,1230,-0.4215,2.3274,4.3581,-0.1835,-0.1343,-0.0681,28.10,4.88
319,0,1323,1437,2669,1323,1230,-0.3976,2.3681,4.4060,-0.1831,-0.1034,-0.0773,28.26,4.54
381,0,1321,1439,2667,1321,1228,-0.4287,2.3250,4.3797,-0.1704,-0.1096,-0.0829,27.96,4.94
423,0,1322,1448,2668,1320,1231,-0.4431,2.3178,4.4323,-0.1723,-0.1204,-0.0818,27.61,5.06
485,0,1319,1437,2664,1319,1229,-0.4287,2.3490,4.4395,-0.1557,-0.1126,-0.0795,27.88,4.88
527,0,1321,1447,2666,1322,1230,-0.3617,2.3825,4.3964,-0.1435,-0.1176,-0.0835,28.45,4.14
589,0,1323,1449,2669,1323,1231,-0.3305,2.3346,4.3509,-0.1469,-0.1351,-0.0893,28.22,3.83
631,0,1324,1440,2667,1321,1229,-0.4119,2.3537,4.5305,-0.1322,-0.0935,-0.0997,27.45,4.61
693,0,1321,1447,2667,1323,1230,-0.3473,2.3968,4.4778,-0.1354,-0.1031,-0.1018,28.16,3.91
755,0,1320,1438,2667,1320,1228,-0.4335,2.3633,4.4874,-0.1403,-0.1006,-0.0975,27.77,4.89
797,0,1322,1449,2670,1321,1238,-0.3784,2.3274,4.3916,-0.1330,-0.1078,-0.0938,27.92,4.35
859,0,1321,1447,2668,1322,1230,-0.4742,2.3178,4.6239,-0.1275,-0.1002,-0.1040,26.62,5.24
901,0,1320,1447,2667,1321,1231,-0.3760,2.3849,4.5927,-0.1124,-0.0951,-0.0982,27.44,4.16
963,0,1322,1448,2667,1323,1232,-0.4383,2.3346,4.5233,-0.1179,-0.1130,-0.1220,27.30,4.92
1005,0,1322,1439,2666,1321,1230,-0.4024,2.3992,4.4323,-0.1116,-0.1236,-0.1234,28.43,4.56
1067,0,1322,1449,2667,1323,1232,-0.4048,2.3178,4.5712,-0.1527,-0.1635,-0.1338,26.89,4.52
1109,0,1323,1448,2669,1322,1231,-0.4096,2.4615,4.2623,-0.1593,-0.1288,-0.1023,30.01,4.76
1171,0,1322,1447,2668,1323,1230,-0.6083,2.3729,4.3605,-0.1663,-0.1375,-0.1158,28.55,6.99
1233,0,1324,1447,2667,1322,1229,-0.3808,2.2891,4.5784,-0.1634,-0.1102,-0.1011,26.56,4.25
1275,0,1322,1449,2669,1322,1231,-0.7687,2.3250,4.6071,-0.1671,-0.0886,-0.1167,26.78,8.47
1337,0,1320,1446,2669,1324,1230,-0.8405,2.3609,4.5161,-0.1816,-0.1741,-0.1112,27.60,9.37
1399,0,1321,1439,2667,1321,1229,-0.5891,2.2508,4.7316,-0.1923,-0.1945,-0.0691,25.44,6.42
1441,0,1320,1448,2668,1320,1227,-0.4646,2.1742,4.7244,-0.1907,-0.0909,-0.0240,24.71,5.11
1503,0,1321,1448,2669,1323,1238,-0.5388,2.2436,4.8082,-0.1586,-0.0947,-0.0280,25.01,5.80
1545,0,1324,1450,2666,1321,1231,-0.3210,2.3274,4.8705,-0.1238,-0.1187,-0.0336,25.54,3.40
1607,0,1321,1439,2667,1322,1231,-0.0696,2.2149,4.7747,-0.1170,-0.0771,-0.0587,24.89,0.76
1649,0,1320,1438,2667,1321,1229,-0.3832,2.2436,4.7340,-0.1130,-0.0862,-0.1035,25.36,4.18
1711,0,1323,1447,2669,1321,1230,-0.4407,2.2460,4.8777,-0.1077,-0.0717,-0.1288,24.72,4.69
1774,0,1322,1448,2666,1322,1231,-0.6155,2.2412,4.7771,-0.0997,-0.1168,-0.1210,25.13,6.65
1815,0,1320,1448,2669,1320,1229,-0.6370,2.1814,4.7412,-0.1002,-0.0984,-0.1059,24.71,6.96
1857,0,1323,1448,2668,1321,1229,-0.3521,2.2580,4.5592,-0.0509,-0.0622,-0.0432,26.35,3.96
1919,0,1322,1448,2669,1322,1230,-0.3952,2.5405,4.5616,-0.0500,-0.0891,-0.0915,29.11,4.33
1981,0,1321,1439,2667,1322,1230,-0.4742,2.2580,4.6478,-0.0957,-0.1307,-0.1370,25.91,5.24
2044,0,1321,1448,2669,1325,1231,-0.9602,2.2867,4.4754,-0.1106,-0.0715,-0.0629,27.06,10.82
2085,0,1322,1449,2669,1321,1231,-0.6442,2.2436,4.6119,-0.0733,-0.1415,0.0029,25.94,7.16
2127,0,1322,1448,2667,1321,1230,-0.3114,2.3537,4.5664,-0.0552,-0.1214,0.0406,27.27,3.47
2189,0,1323,1447,2669,1323,1231,-0.2060,2.4327,4.3677,-0.0599,-0.1052,0.0000,29.12,2.36
2231,0,1323,1448,2668,1323,1232,-0.0744,2.4327,4.2935,-0.0862,-0.1847,-0.0629,29.54,0.86
2293,0,1325,1447,2666,1322,1230,-0.2156,2.3370,4.4994,-0.1398,-0.1496,-0.1096,27.45,2.44
2335,0,1324,1448,2669,1321,1229,-0.3329,2.3178,4.5401,-0.1389,-0.0795,-0.1012,27.05,3.74
2397,0,1322,1446,2667,1323,1238,-0.5460,2.4711,4.5808,-0.0982,-0.1368,-0.0937,28.34,5.99
2439,0,1322,1447,2668,1324,1231,-0.2013,2.3585,4.3725,-0.0794,-0.1551,-0.0778,28.34,2.32
2501,0,1321,1440,2666,1310,1226,-0.3473,2.4663,4.4275,-0.1153,-0.1104,-0.0865,29.12,3.92
2563,0,1324,1448,2669,1322,1231,-0.2467,2.4375,4.4323,-0.1145,-0.1391,-0.1054,28.81,2.79
2605,0,1321,1447,2668,1323,1237,-0.5628,2.3346,4.4850,-0.1342,-0.1399,-0.1007,27.50,6.35
2667,0,1323,1447,2668,1322,1231,-0.4790,2.2891,4.5568,-0.1169,-0.1396,-0.0308,26.67,5.37
2709,0,1323,1447,2668,1323,1230,-0.2348,2.3466,4.4108,-0.1398,-0.0759,0.0133,28.01,2.69
2771,0,1324,1447,2670,1323,1240,-0.2204,2.3705,4.4395,-0.1214,-0.0386,0.0377,28.10,2.51
2813,0,1324,1447,2668,1322,1231,0.0046,2.4327,4.5305,-0.1104,-0.0921,0.0035,28.23,-0.05
2915,0,1322,1449,2669,1323,1238,-0.0001,2.2268,4.5736,-0.1366,-0.1291,-0.0919,25.96,0.00
2937,0,1322,1449,2669,1323,1238,-0.0001,2.2268,4.5736,-0.1366,-0.1291,-0.0919,25.96,0.00
2979,0,1324,1449,2670,1322,1231,-0.1055,2.3873,4.5568,-0.1094,-0.1274,-0.1083,27.65,1.17
