timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
28,0,1321,1370,2541,1275,1222,2.8848,6.0494,4.7049,0.0093,-0.0045,0.0164,52.13,-20.63
70,0,1320,1370,2540,1275,1213,2.8393,6.0255,4.6594,0.0006,-0.0094,0.0166,52.29,-20.44
132,0,1319,1373,2541,1276,1214,2.9136,5.9896,4.6858,0.0061,-0.0066,0.0198,51.96,-20.96
174,0,1319,1370,2541,1274,1215,2.9016,5.9776,4.6738,0.0045,-0.0208,0.0198,51.98,-20.93
236,0,1312,1369,2539,1274,1211,2.9207,6.0446,4.6427,0.0127,-0.0028,0.0164,52.47,-20.97
278,0,1319,1371,2541,1276,1214,2.8872,6.0111,4.7049,0.0102,-0.0141,0.0126,51.95,-20.72
340,0,1321,1369,2543,1277,1215,2.8752,6.0399,4.7504,0.0013,-0.0096,0.0269,51.81,-20.51
402,0,1322,1369,2542,1276,1215,2.9758,6.0829,4.7097,0.0118,-0.0070,0.0148,52.25,-21.15
444,0,1309,1370,2541,1274,1215,2.9375,6.0135,4.7193,0.0046,0.0006,0.0194,51.88,-21.02
505,0,1319,1371,2542,1274,1223,2.9183,6.0351,4.7049,-0.0018,-0.0169,0.0059,52.06,-20.88
547,0,1320,1369,2542,1276,1215,2.8417,6.0303,4.7648,0.0085,-0.0026,0.0154,51.69,-20.29
609,0,1310,1370,2538,1274,1213,2.9040,6.0399,4.7217,0.0067,0.0016,0.0215,51.98,-20.75
651,0,1312,1370,2541,1274,1214,2.9662,6.0566,4.6618,0.0093,-0.0185,0.0095,52.41,-21.21
713,0,1320,1370,2538,1275,1213,2.8513,6.0207,4.7265,0.0162,-0.0037,0.0068,51.87,-20.43
755,0,1319,1369,2542,1275,1215,2.9016,6.0351,4.7289,0.0243,0.0130,0.0234,51.92,-20.73
816,0,1320,1371,2542,1277,1224,2.9351,6.0806,4.6379,0.0090,-0.0283,0.0032,52.67,-21.00
878,0,1322,1372,2551,1277,1215,2.8681,6.0446,4.6547,-0.0007,-0.0009,0.0178,52.40,-20.60
920,0,1321,1370,2544,1274,1223,2.9686,6.0303,4.6738,0.0053,-0.0082,0.0163,52.22,-21.26
982,0,1320,1371,2540,1277,1222,2.9040,6.0207,4.6858,0.0090,-0.0283,0.0043,52.11,-20.84
1044,0,1320,1371,2538,1273,1215,2.7484,5.9968,4.7768,0.0111,0.0148,0.0164,51.46,-19.72
1085,0,1321,1369,2541,1276,1214,2.9016,6.0877,4.7313,0.0186,-0.0237,0.0162,52.15,-20.62
1147,0,1321,1370,2541,1277,1213,2.8872,6.0135,4.6738,0.0162,-0.0020,0.0305,52.14,-20.76
1189,0,1321,1371,2542,1278,1223,3.0189,6.0279,4.6594,0.0143,-0.0064,0.0172,52.30,-21.62
1251,0,1321,1369,2543,1276,1215,2.8705,6.0877,4.6810,0.0109,-0.0093,0.0076,52.44,-20.50
1293,0,1320,1370,2541,1276,1213,2.8896,6.0207,4.7337,0.0081,-0.0045,0.0092,51.82,-20.67
1355,0,1311,1370,2539,1275,1213,2.8681,6.0351,4.6427,0.0078,-0.0008,0.0171,52.43,-20.64
1397,0,1321,1369,2540,1277,1223,2.9016,6.0638,4.6858,0.0042,-0.0089,0.0230,52.31,-20.74
1459,0,1320,1371,2541,1274,1214,2.9088,6.0518,4.6810,0.0106,-0.0160,0.0084,52.28,-20.82
1521,0,1318,1368,2539,1274,1211,2.8992,6.0327,4.7193,0.0149,0.0063,0.0224,51.96,-20.73
1563,0,1318,1370,2542,1276,1214,2.8800,6.0782,4.7456,0.0053,-0.0038,0.0147,52.02,-20.48
1625,0,1321,1370,2542,1276,1215,2.8992,6.0494,4.7097,-0.0006,-0.0166,0.0074,52.10,-20.71
1667,0,1320,1371,2540,1275,1214,2.8657,5.9872,4.6978,-0.0002,-0.0053,0.0228,51.88,-20.63
1729,0,1320,1368,2542,1277,1214,2.9758,6.0015,4.6738,0.0069,-0.0057,0.0231,52.09,-21.37
1771,0,1320,1371,2551,1278,1216,2.8872,6.0327,4.7145,0.0109,-0.0164,0.0034,51.99,-20.66
1833,0,1320,1370,2541,1277,1215,2.7675,6.0710,4.6786,0.0162,0.0035,0.0162,52.38,-19.85
1874,0,1321,1371,2552,1276,1223,2.8657,6.1141,4.6810,0.0058,-0.0149,0.0188,52.56,-20.41
1936,0,1312,1369,2541,1276,1213,2.9183,6.0399,4.5996,0.0018,-0.0044,0.0214,52.71,-21.03
1998,0,1320,1370,2540,1279,1215,2.9471,6.0351,4.6594,-0.0070,-0.0157,0.0114,52.33,-21.13
2040,0,1321,1370,2542,1276,1216,2.8800,6.0111,4.6594,-0.0082,-0.0080,0.0116,52.22,-20.74
2102,0,1320,1369,2542,1277,1223,2.8944,6.0207,4.6810,-0.0038,-0.0142,0.0132,52.14,-20.78
2144,0,1321,1370,2542,1279,1216,2.8345,6.0207,4.6259,0.0085,-0.0148,0.0144,52.46,-20.47
2206,0,1321,1370,2542,1276,1222,2.8226,6.0494,4.7385,0.0101,-0.0081,0.0155,51.93,-20.17
2248,0,1319,1367,2540,1276,1215,2.9207,6.0351,4.6164,0.0055,-0.0162,0.0152,52.59,-21.03
2310,0,1319,1369,2540,1276,1214,2.8752,6.0614,4.7049,0.0070,0.0048,0.0260,52.18,-20.54
2351,0,1321,1370,2540,1277,1215,2.9375,6.0327,4.7289,0.0034,-0.0102,0.0068,51.91,-20.97
2413,0,1310,1369,2539,1273,1213,2.8202,6.0063,4.7744,0.0009,-0.0090,0.0130,51.52,-20.18
2475,0,1310,1369,2539,1275,1213,2.8872,6.0351,4.7480,0.0090,0.0023,0.0256,51.81,-20.61
2516,0,1320,1368,2540,1275,1215,2.8992,5.9920,4.6954,0.0134,-0.0182,0.0062,51.92,-20.85
2578,0,1311,1367,2542,1275,1214,2.8058,6.0806,4.7073,0.0150,0.0007,0.0167,52.25,-20.05
2620,0,1312,1371,2542,1274,1222,2.9351,6.0758,4.6547,0.0109,-0.0164,0.0182,52.54,-20.98
2682,0,1321,1370,2542,1276,1213,2.8920,5.9992,4.6858,0.0011,-0.0044,0.0224,52.01,-20.80
2744,0,1319,1369,2541,1276,1223,2.9734,6.0207,4.6954,0.0101,-0.0085,0.0142,52.05,-21.28
2786,0,1321,1370,2543,1275,1216,2.8561,6.0231,4.7073,0.0101,-0.0186,0.0104,51.99,-20.49
