timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
50,0,1335,1320,2554,1278,1214,5.6094,6.4660,5.2700,-0.0512,0.0253,0.0797,50.82,-33.92
112,0,1340,1312,2552,1280,1213,5.6286,6.3487,5.4112,-0.0086,-0.0101,0.0435,49.56,-34.01
154,0,1337,1320,2553,1287,1215,5.5448,6.5905,5.2341,0.0452,-0.0088,0.0132,51.54,-33.38
196,0,1339,1319,2552,1279,1213,5.3173,6.5785,5.0258,0.0618,-0.0088,-0.0096,52.62,-32.71
258,0,1338,1320,2554,1289,1214,5.3030,6.4564,4.9875,0.0408,-0.0483,-0.0140,52.31,-33.02
320,0,1337,1311,2541,1278,1212,5.3054,6.3990,5.2772,-0.0251,0.0006,-0.0056,50.49,-32.60
362,0,1337,1319,2543,1278,1212,5.5113,6.6480,5.1742,0.0682,-0.0659,-0.0277,52.11,-33.19
424,0,1336,1319,2552,1288,1212,5.1354,6.7892,5.0976,0.0716,0.0027,0.0164,53.10,-31.17
465,0,1336,1319,2552,1278,1212,5.3508,6.6192,4.9324,0.0584,-0.0575,0.0408,53.31,-32.95
527,0,1338,1320,2552,1279,1213,5.5089,6.6959,4.9539,0.0648,-0.0265,0.0945,53.50,-33.48
569,0,1335,1321,2553,1286,1213,5.6477,6.6935,4.9444,0.0355,-0.0361,0.0455,53.55,-34.16
631,0,1336,1310,2553,1287,1214,5.4011,6.7246,4.9276,0.0262,-0.0010,0.0118,53.77,-32.94
673,0,1339,1320,2552,1280,1212,5.3437,6.6600,4.9037,-0.0275,0.0162,-0.0122,53.64,-32.87
735,0,1336,1321,2553,1287,1214,5.4586,6.5642,5.0066,-0.0145,0.0146,-0.0077,52.67,-33.47
797,0,1337,1320,2543,1287,1212,5.4969,6.4876,5.2077,-0.0163,0.0545,0.0284,51.25,-33.45
839,0,1338,1319,2553,1287,1213,5.4107,6.6001,5.2077,0.0245,-0.0137,-0.0249,51.73,-32.76
901,0,1335,1310,2539,1277,1210,5.2599,6.7102,4.9587,0.0780,0.0163,0.0300,53.54,-32.23
942,0,1336,1320,2552,1280,1213,5.2742,6.7342,4.8079,0.0512,-0.0192,0.0499,54.47,-32.51
1004,0,1337,1320,2555,1288,1215,5.3652,6.7198,4.8558,-0.0122,-0.0330,0.0479,54.15,-32.91
1046,0,1339,1318,2551,1288,1211,5.4873,6.5378,5.0641,-0.0399,-0.0012,0.0312,52.24,-33.57
1108,0,1337,1320,2552,1288,1213,5.5663,6.4971,5.0856,-0.0130,0.0043,0.0102,51.95,-34.01
1150,0,1337,1320,2551,1288,1213,5.4011,6.6504,5.0904,-0.0106,-0.0206,-0.0285,52.57,-32.82
1212,0,1335,1318,2553,1288,1213,5.4418,6.4852,5.1072,-0.0170,-0.0325,-0.0215,51.78,-33.39
1274,0,1337,1320,2552,1287,1212,5.3844,6.5618,5.1479,0.0069,0.0050,0.0307,51.89,-32.85
1315,0,1335,1321,2553,1289,1213,5.6238,6.6504,5.0186,0.0310,-0.0339,0.0006,52.96,-34.02
1377,0,1336,1320,2552,1288,1214,5.2838,6.6480,4.9013,0.0575,0.0031,0.0126,53.60,-32.61
