timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
17,0,1355,1368,2695,1433,1258,2.3342,2.3059,6.1035,-0.1337,-0.1218,-0.0938,20.70,-19.69
79,0,1353,1366,2695,1432,1258,2.3988,2.3968,5.9263,-0.1186,-0.1134,-0.0993,22.02,-20.57
121,0,1357,1367,2687,1431,1258,2.3294,2.3729,5.9790,-0.1181,-0.1206,-0.0758,21.65,-19.91
183,0,1354,1366,2696,1432,1254,2.4587,2.3705,6.0724,-0.1141,-0.0984,-0.0827,21.32,-20.67
225,0,1356,1368,2696,1431,1256,2.3174,2.2963,5.8641,-0.1173,-0.1282,-0.1038,21.38,-20.20
287,0,1354,1368,2696,1433,1255,2.3869,2.4495,5.8928,-0.0980,-0.1011,-0.0953,22.57,-20.51
329,0,1354,1368,2688,1432,1257,2.4443,2.3681,5.7659,-0.1219,-0.1653,-0.1142,22.33,-21.41
391,0,1353,1359,2687,1424,1255,2.2743,2.4064,5.9862,-0.1181,-0.0926,-0.0834,21.90,-19.42
433,0,1356,1367,2687,1431,1255,2.4300,2.3394,5.8713,-0.1241,-0.1477,-0.1014,21.72,-21.03
495,0,1356,1368,2696,1431,1255,2.2839,2.4160,5.9574,-0.1142,-0.1096,-0.0855,22.07,-19.56
557,0,1354,1359,2696,1431,1254,2.3366,2.3657,5.8832,-0.1345,-0.1114,-0.0766,21.91,-20.23
599,0,1353,1368,2695,1432,1255,2.4276,2.3897,6.0125,-0.1018,-0.1250,-0.0950,21.68,-20.57
661,0,1355,1360,2697,1431,1256,2.2528,2.3298,5.8138,-0.1406,-0.1223,-0.0817,21.84,-19.78
703,0,1354,1367,2695,1432,1248,2.4276,2.3202,6.0700,-0.1046,-0.1194,-0.0895,20.92,-20.48
765,0,1354,1368,2697,1433,1256,2.3653,2.4064,5.8569,-0.1164,-0.1130,-0.0907,22.34,-20.48
807,0,1355,1368,2697,1431,1255,2.3510,2.3801,5.9550,-0.1369,-0.1108,-0.0834,21.79,-20.13
869,0,1353,1367,2695,1433,1255,2.3510,2.2795,5.9383,-0.1455,-0.1184,-0.0803,21.00,-20.28
911,0,1356,1368,2696,1432,1258,2.3342,2.3657,6.0125,-0.1258,-0.1071,-0.0763,21.48,-19.86
973,0,1356,1370,2698,1433,1257,2.3653,2.4782,5.8808,-0.1202,-0.1509,-0.0959,22.85,-20.34
1035,0,1355,1369,2696,1432,1258,2.4252,2.3513,5.9981,-0.1339,-0.1182,-0.0823,21.41,-20.63
1077,0,1354,1367,2686,1424,1247,2.4132,2.4040,5.9646,-0.1293,-0.1190,-0.0842,21.95,-20.57
1139,0,1354,1370,2695,1432,1257,2.4683,2.2771,5.9024,-0.1425,-0.1215,-0.0922,21.10,-21.31
