timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
9,0,1264,1375,2700,1418,1256,2.6526,2.6626,4.4395,-0.1529,-0.1199,-0.0963,30.95,-27.13
50,0,1271,1375,2701,1418,1257,2.7771,2.6698,4.4084,-0.1136,-0.1511,-0.1172,31.20,-28.32
113,0,1273,1383,2698,1417,1256,2.6718,2.6913,4.4275,-0.1341,-0.1271,-0.1003,31.29,-27.28
155,0,1270,1375,2699,1417,1256,2.7436,2.7560,4.4132,-0.1144,-0.1328,-0.1015,31.98,-27.80
216,0,1271,1372,2696,1417,1256,2.4707,2.7368,4.3030,-0.1334,-0.0921,-0.0719,32.46,-25.85
258,0,1272,1374,2700,1417,1255,2.8633,2.6865,4.3342,-0.1565,-0.1807,-0.1010,31.79,-29.31
320,0,1272,1373,2697,1416,1256,2.5449,2.6698,4.3821,-0.1494,-0.0845,-0.0516,31.35,-26.38
362,0,1271,1376,2700,1417,1256,2.8466,2.8924,4.3246,-0.1469,-0.1640,-0.0898,33.78,-28.68
425,0,1273,1383,2700,1418,1256,2.6933,2.6770,4.4467,-0.1534,-0.1407,-0.0814,31.05,-27.43
486,0,1274,1383,2701,1418,1256,2.8490,2.6961,4.4419,-0.1411,-0.1425,-0.0879,31.26,-28.74
528,0,1274,1376,2700,1418,1247,2.7005,2.7440,4.3845,-0.1843,-0.1391,-0.0890,32.04,-27.57
590,0,1272,1383,2698,1415,1255,2.7508,2.6434,4.5880,-0.1521,-0.1232,-0.0855,29.95,-27.45
632,0,1274,1384,2700,1418,1256,2.7221,2.6339,4.5353,-0.1382,-0.1367,-0.1014,30.15,-27.43
694,0,1274,1382,2701,1419,1257,2.6383,2.7655,4.4970,-0.1479,-0.1260,-0.0977,31.59,-26.55
756,0,1273,1383,2699,1416,1256,2.7628,2.6003,4.6191,-0.1430,-0.1378,-0.0899,29.38,-27.53
798,0,1272,1376,2699,1416,1255,2.7652,2.6530,4.6646,-0.1291,-0.1156,-0.0827,29.63,-27.26
860,0,1272,1376,2700,1416,1248,2.7364,2.6578,4.6334,-0.1073,-0.1071,-0.0821,29.84,-27.13
902,0,1272,1383,2700,1418,1257,2.8849,2.6626,4.5736,-0.1050,-0.1623,-0.1106,30.21,-28.60
964,0,1276,1384,2699,1418,1256,2.6622,2.6913,4.5640,-0.1160,-0.0883,-0.0942,30.53,-26.68
1007,0,1274,1383,2700,1417,1255,2.8106,2.6147,4.5832,-0.1259,-0.1380,-0.1047,29.70,-28.04
1068,0,1272,1374,2697,1416,1247,2.6407,2.6817,4.5497,-0.1178,-0.1111,-0.0934,30.52,-26.57
1130,0,1274,1383,2700,1417,1256,2.7963,2.6889,4.5712,-0.1394,-0.1328,-0.0937,30.47,-27.80
1172,0,1274,1383,2700,1419,1256,2.7628,2.6865,4.5473,-0.1266,-0.1536,-0.0987,30.57,-27.61
1234,0,1274,1376,2698,1417,1256,2.6478,2.7943,4.6334,-0.1230,-0.0834,-0.0918,31.09,-26.08
1296,0,1273,1383,2700,1418,1257,2.7436,2.7320,4.4802,-0.1327,-0.1452,-0.1031,31.37,-27.60
1338,0,1273,1383,2700,1417,1257,2.7364,2.6363,4.6454,-0.1183,-0.0967,-0.0813,29.57,-27.13
1380,0,1276,1385,2700,1416,1256,2.7292,2.6027,4.5377,-0.1382,-0.1496,-0.1062,29.84,-27.55
1442,0,1274,1375,2701,1418,1257,2.7532,2.5644,4.5808,-0.1247,-0.1271,-0.0991,29.24,-27.67
1484,0,1275,1385,2701,1419,1257,2.6359,2.5956,4.5592,-0.1386,-0.1236,-0.0887,29.65,-26.68
1546,0,1275,1384,2699,1417,1255,2.7652,2.5956,4.7077,-0.1172,-0.0853,-0.0846,28.87,-27.22
1588,0,1274,1383,2697,1416,1255,2.6095,2.7105,4.6765,-0.1210,-0.1192,-0.0943,30.10,-25.77
1650,0,1276,1382,2697,1416,1256,2.7963,2.7823,4.6215,-0.1242,-0.1056,-0.0849,31.05,-27.40
1692,0,1277,1384,2700,1419,1257,2.6933,2.6865,4.6622,-0.1251,-0.1412,-0.0919,29.95,-26.59
1754,0,1276,1384,2699,1417,1256,2.6598,2.7608,4.7915,-0.1012,-0.0799,-0.0811,29.95,-25.69
1816,0,1276,1383,2701,1419,1258,2.7412,2.7272,4.5760,-0.1201,-0.1360,-0.0882,30.79,-27.23
1858,0,1276,1383,2701,1419,1256,2.6933,2.5908,4.7053,-0.1177,-0.1019,-0.0809,28.84,-26.63
1920,0,1276,1376,2699,1418,1255,2.5664,2.6051,4.2767,-0.1345,-0.0970,-0.0599,31.35,-27.14
1962,0,1276,1384,2698,1416,1256,2.6646,2.8589,4.2743,-0.1955,-0.0214,-0.0284,33.78,-27.39
2024,0,1276,1385,2701,1417,1256,2.7364,2.7655,4.7125,-0.2552,-0.1039,-0.0252,30.41,-26.60
2066,0,1274,1374,2697,1414,1246,3.0189,2.5094,4.8848,-0.2239,-0.1533,-0.0490,27.19,-28.80
2128,0,1277,1383,2701,1417,1248,2.9447,2.4902,5.0189,-0.1787,-0.1195,-0.1038,26.39,-27.73
2170,0,1277,1384,2700,1418,1256,2.6000,2.6817,4.9878,-0.1599,-0.1743,-0.1175,28.27,-24.66
2232,0,1278,1383,2699,1418,1256,2.6838,2.6458,4.6837,-0.1227,-0.1423,-0.0822,29.46,-26.51
2294,0,1276,1375,2697,1416,1246,2.6957,2.8182,4.5616,-0.1402,-0.1235,-0.0683,31.71,-26.69
2336,0,1277,1385,2699,1417,1257,2.9064,2.7177,4.7651,-0.1457,-0.1425,-0.0594,29.70,-27.92
2398,0,1277,1384,2699,1418,1255,2.8250,2.7943,4.7867,-0.1818,-0.1196,-0.0842,30.27,-27.01
2440,0,1278,1383,2699,1417,1256,2.7316,2.8374,4.9255,-0.1321,-0.1114,-0.0917,29.94,-25.67
2502,0,1277,1385,2701,1416,1256,2.9208,2.6458,4.9638,-0.1207,-0.1028,-0.0851,28.06,-27.44
2544,0,1276,1383,2699,1417,1256,2.7987,2.5908,4.9231,-0.1124,-0.1244,-0.0947,27.76,-26.71
2606,0,1276,1383,2695,1416,1256,2.8394,2.6099,4.7891,-0.1021,-0.1011,-0.0903,28.59,-27.50
2648,0,1277,1384,2701,1417,1256,2.8873,2.5860,4.6933,-0.1157,-0.1481,-0.1095,28.85,-28.32
2710,0,1278,1384,2698,1416,1256,2.7771,2.5979,4.7316,-0.1183,-0.0999,-0.0965,28.77,-27.23
2772,0,1279,1384,2699,1417,1247,2.8059,2.4471,4.7508,-0.1475,-0.1581,-0.1124,27.25,-27.70
2814,0,1275,1383,2700,1417,1257,2.7269,2.5046,4.8226,-0.1194,-0.0943,-0.0938,27.44,-26.65
2876,0,1277,1384,2700,1418,1256,2.9974,2.5261,4.5736,-0.1231,-0.1629,-0.1154,28.91,-29.84
2918,0,1277,1375,2698,1419,1256,2.8322,2.4423,4.7675,-0.1533,-0.1852,-0.1199,27.13,-27.87
2980,0,1278,1375,2699,1418,1256,2.7987,2.5142,4.9184,-0.1098,-0.0907,-0.1048,27.08,-26.87
