timestamp,id_luva,flex_polegar,flex_indicador,flex_medio,flex_anelar,flex_minimo,acel_x,acel_y,acel_z,giro_x,giro_y,giro_z,roll,pitch
24,0,1053,1134,2300,1164,1040,6.8376,6.6887,4.7768,0.0411,-0.0129,0.0188,54.47,-39.76
66,0,1054,1134,2298,1163,1040,6.8448,6.7677,4.7672,0.0700,0.0233,-0.0124,54.84,-39.59
128,0,1054,1133,2297,1162,1040,6.6796,6.6959,4.6092,0.0728,0.0028,-0.0319,55.46,-39.41
170,0,1053,1135,2298,1165,1039,6.5671,6.7557,4.5733,0.0624,0.0592,-0.0200,55.90,-38.83
232,0,1052,1132,2294,1163,1040,6.6078,6.4756,4.5254,0.0210,0.0648,-0.0068,55.05,-39.91
294,0,1061,1134,2297,1166,1039,6.5934,6.5019,4.8821,-0.0157,0.0377,-0.0242,53.10,-39.04
336,0,1054,1143,2297,1162,1040,6.3277,6.6121,4.7816,-0.0412,0.0501,-0.0122,54.13,-37.79
398,0,1053,1133,2297,1161,1038,6.5360,6.5929,4.7983,-0.0034,0.0269,-0.0004,53.95,-38.71
440,0,1055,1132,2296,1163,1040,6.3540,6.7940,4.8199,0.0202,0.0495,0.0070,54.65,-37.34
502,0,1053,1134,2299,1165,1047,6.5120,6.6959,4.7432,0.0366,0.0100,0.0206,54.69,-38.44
544,0,1052,1134,2297,1162,1038,6.5096,6.7988,4.5972,0.0316,-0.0133,0.0385,55.93,-38.42
606,0,1054,1134,2299,1163,1039,6.6006,6.7605,4.6403,0.0399,-0.0241,0.0179,55.53,-38.83
648,0,1063,1134,2298,1162,1038,6.4426,6.6432,4.4966,0.0339,0.0062,-0.0028,55.91,-38.77
710,0,1062,1136,2298,1165,1040,6.3468,6.7270,4.5350,0.0540,0.0383,-0.0121,56.01,-38.04
772,0,1053,1134,2295,1162,1038,6.3540,6.8012,4.7744,0.0031,0.0552,0.0080,54.93,-37.40
813,0,1056,1134,2297,1162,1040,6.5192,6.7246,4.6738,-0.0424,-0.0180,0.0292,55.20,-38.52
875,0,1055,1134,2298,1165,1040,6.5192,6.4852,4.6499,-0.0129,-0.0037,0.0504,54.36,-39.25
917,0,1053,1144,2299,1162,1039,6.5336,6.6456,4.7456,0.0708,0.0392,0.0208,54.47,-38.66
978,0,1055,1135,2298,1165,1040,6.3899,6.7150,4.6116,0.0483,0.0269,0.0135,55.52,-38.11
1019,0,1064,1143,2297,1164,1039,6.5599,6.7605,4.6547,0.0430,-0.0198,0.0131,55.45,-38.63
1081,0,1055,1143,2299,1165,1050,6.5336,6.7485,4.5254,0.0662,-0.0429,0.0176,56.16,-38.80
1123,0,1064,1136,2299,1163,1048,6.4354,6.7390,4.4895,0.0811,-0.0040,0.0152,56.33,-38.48
1185,0,1063,1135,2299,1164,1039,6.3851,6.8060,4.3578,0.0436,0.0130,0.0170,57.37,-38.31
1246,0,1064,1135,2299,1164,1048,6.3708,6.8850,4.4464,-0.0037,0.0316,0.0299,57.15,-37.86
1288,0,1065,1143,2298,1165,1039,6.5839,6.6743,4.3458,-0.0174,-0.0365,0.0135,56.93,-39.58
1350,0,1063,1135,2299,1165,1047,6.3492,6.6145,4.5900,-0.0224,-0.0240,0.0079,55.24,-38.26
1412,0,1063,1135,2297,1163,1047,6.4689,6.8084,4.5350,0.0074,0.0253,0.0138,56.33,-38.34
1454,0,1062,1143,2298,1164,1047,6.5479,6.7940,4.5517,-0.0388,-0.0525,0.0384,56.18,-38.68
1516,0,1064,1143,2298,1164,1048,6.4977,6.7222,4.6092,-0.0175,0.0209,0.0428,55.56,-38.56
1558,0,1063,1135,2298,1164,1039,6.5479,6.6815,4.5924,-0.0191,-0.0494,0.0110,55.50,-38.93
1620,0,1054,1143,2300,1163,1048,6.4929,6.7414,4.6499,0.0041,0.0090,0.0058,55.40,-38.41
1661,0,1063,1135,2296,1164,1038,6.5049,6.6695,4.5900,0.0002,-0.0366,0.0094,55.46,-38.78
1723,0,1065,1143,2298,1163,1039,6.4091,6.7150,4.7648,0.0179,-0.0008,0.0164,54.64,-37.90
1765,0,1063,1143,2300,1163,1039,6.6198,6.7174,4.5900,0.0550,0.0092,0.0203,55.66,-39.13
1826,0,1065,1144,2299,1165,1048,6.4881,6.7533,4.5230,0.0378,-0.0427,0.0219,56.19,-38.60
1888,0,1065,1142,2298,1163,1040,6.5863,6.7653,4.5302,0.0370,0.0047,0.0107,56.19,-38.97
